Product,Region,Country,Operating Company,Location,Source,Capacity (kt),Latitude,Longitude,Coordinate Status
Toluene,Northeast Asia,China,PetroChina Weihai,Weihai,Reformer,390.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Qingdao Lidong Chemicals,Qingdao,Reformer,300.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Shaanxi Yanchang Petroleum,Yanchang,Reformer,30.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Shanghai SECCO Petrochemical,Caojing,Reformer,140.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinochem Quanzhou Petrochemical,Quanzhou,Reformer,550.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Baling Petrochemical,Yueyang,Reformer,90.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Beijing Yanhua,Beijing,PyGas,75.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Guangzhou Petrochemical,Guangzhou,PyGas,45.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Hainan Refining & Chemical,Yangpu,Reformer,200.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Jingmen,Jingmen,Reformer,80.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Jinling Petrochemical,Nanjing,Reformer,650.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Jiujiang,Jiujiang,Coal,30.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Luoyang,Luoyang,PyGas,120.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Maoming Petrochemical,Maoming,PyGas,140.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Maoming Petrochemical,Maoming,Reformer,300.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Qilu Petrochemical,Zibo,PyGas,44.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Qilu Petrochemical,Zibo,Reformer,200.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec SABIC Tianjin,Tianjin,PyGas,200.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Shanghai Gaoqiao,Gaoqiao,Reformer,80.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Shanghai Petrochemical,Jinshan,PyGas,200.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Shanghai Petrochemical,Jinshan,Reformer,250.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Shanghai Petrochemical,Shanghai,PyGas,200.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Shanghai Petrochemical,Shanghai,Reformer,280.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Tianjin,Tianjin,Reformer,135.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Yangzi Petrochemical,Nanjing,Reformer,270.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Zhenhai Refining & Chemical,Ningbo,PyGas,150.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Zhenhai Refining & Chemical,Ningbo,Reformer,250.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec-KPC,Zhanjiang,PyGas,100.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec-KPC,Zhanjiang,Reformer,400.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Fujian Fuhaichuang Petrochemical,Xiamen,Reformer,670.0,,,needs coordinate validation
Toluene,Northeast Asia,China,BP Zhuhai,Zhuhai,Reformer,150.0,,,needs coordinate validation
Toluene,Northeast Asia,China,CNOOC-Daxie,Ningbo,Reformer,280.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Dalian Wanhai,Dalian,PyGas,30.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Hbon Chemical,Zhoushan,Reformer,120.0,,,needs coordinate validation
Toluene,Northeast Asia,China,PetroChina-Rosneft Orient Petrochemical Tianjin,Tianjin,Reformer,280.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Qinzhou Refinery,Qinzhou,Reformer,100.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Shandong Qiwangda,Zibo,Reformer,70.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Cangzhou,Cangzhou,Reformer,20.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Qingdao,Qingdao,Reformer,300.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec Shijiazhuang Refining and Chemical,Shijiazhuang,Reformer,67.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Urumqi General Petrochemical,Urumqi,Reformer,233.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Zhejiang Huachen,Pinghu,Reformer,50.0,,,needs coordinate validation
Toluene,Northeast Asia,China,Sinopec-SK Wuhan Petrochemical,Wuhan,PyGas,100.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,Asahi Kasei,Mizushima,PyGas,0.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,Idemitsu Kosan,Chiba,Reformer,8.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,Idemitsu Kosan,Tokuyama,PyGas,130.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,JFE Chemical,Chiba,Reformer,20.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,JFE Chemical,Kasaoka,Coal,20.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,JXTG Nippon Oil & Energy,Chita,Reformer,207.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,JXTG Nippon Oil & Energy,Kashima,PyGas,185.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,JXTG Nippon Oil & Energy,Kawasaki,PyGas,67.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,JXTG Nippon Oil & Energy,Marifu,Reformer,100.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,JXTG Nippon Oil & Energy,Mizushima,Reformer,280.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,JXTG Nippon Oil & Energy,Muroran,Reformer,150.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,JXTG Nippon Oil & Energy,Oita,Coal,10.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,JXTG Nippon Oil & Energy,Sakai,Reformer,150.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,JXTG Nippon Oil & Energy,Wakayama,Reformer,150.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,JXTG Nippon Oil & Energy,Tobata,Coal,15.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,Maruzen Petrochemical,Chiba,PyGas,108.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,Mitsubishi Chemical,Kashima,PyGas,44.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,Mitsubishi Chemical,Mizushima,Coal,15.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,Mitsubishi Chemical,Mizushima,PyGas,62.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,Mitsui Chemicals,Chiba,PyGas,70.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,Nippon Steel & Sumikin Chemical,Oita,PyGas,72.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,Nippon Steel Chemicals,Hirohata,Coal,10.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,Sumitomo Chemical,Chiba,Coal,7.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,Sumitomo Chemical,Chiba,PyGas,76.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,Taiyo Oil,Imabari,Reformer,11.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,Tosoh,Yokkaichi,PyGas,65.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,CM Aromatics,Chiba,Reformer,260.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,CM Aromatics,Matsuyama,Reformer,320.0,,,needs coordinate validation
Toluene,Northeast Asia,Japan,Keiyo Ethylene,Chita,PyGas,100.0,,,needs coordinate validation
Toluene,Northeast Asia,South Korea,GS Caltex,Yeosu,Reformer,850.0,,,needs coordinate validation
Toluene,Northeast Asia,South Korea,Hanwha Total,Daesan,PyGas,275.0,,,needs coordinate validation
Toluene,Northeast Asia,South Korea,Hanwha Total,Daesan,Reformer,400.0,,,needs coordinate validation
Toluene,Northeast Asia,South Korea,Hyundai Chemical,Daesan,Reformer,500.0,,,needs coordinate validation
Toluene,Northeast Asia,South Korea,Hyundai Cosmo Petrochemical,Daesan,Reformer,540.0,,,needs coordinate validation
Toluene,Northeast Asia,South Korea,KPIC,Ulsan,PyGas,70.0,,,needs coordinate validation
Toluene,Northeast Asia,South Korea,LG Chem,Daesan,PyGas,100.0,,,needs coordinate validation
Toluene,Northeast Asia,South Korea,LG Chem,Yeosu,PyGas,96.0,,,needs coordinate validation
Toluene,Northeast Asia,South Korea,Lotte Chemical,Daesan,PyGas,120.0,,,needs coordinate validation
Toluene,Northeast Asia,South Korea,Lotte Chemical,Yeosu,PyGas,100.0,,,needs coordinate validation
Toluene,Northeast Asia,South Korea,OCI,Gwangyang,Coal,40.0,,,needs coordinate validation
Toluene,Northeast Asia,South Korea,SK Global Chemicals,Ulsan,PyGas,100.0,,,needs coordinate validation
Toluene,Northeast Asia,South Korea,SK Global Chemicals,Ulsan,Reformer,1200.0,,,needs coordinate validation
Toluene,Northeast Asia,South Korea,SK Incheon Petrochem,Incheon,Reformer,600.0,,,needs coordinate validation
Toluene,Northeast Asia,South Korea,S-Oil,Ulsan,Reformer,660.0,,,needs coordinate validation
Toluene,Northeast Asia,South Korea,YNCC,Yeosu,PyGas,233.0,,,needs coordinate validation
Toluene,Northeast Asia,Taiwan,CPC Corporation,Linyuan,PyGas,100.0,,,needs coordinate validation
Toluene,Northeast Asia,Taiwan,CPC Corporation,Linyuan,Reformer,260.0,,,needs coordinate validation
Toluene,Southeast Asia,Indonesia,Pertamina,Cilacap,Reformer,100.0,,,needs coordinate validation
Toluene,Southeast Asia,Indonesia,TPPI,Tuban,Reformer,275.0,,,needs coordinate validation
Toluene,Southeast Asia,Malaysia,Aromatics Malaysia,Kerteh,Reformer,160.0,,,needs coordinate validation
Toluene,Southeast Asia,Malaysia,Lotte Chemical Titan,Pasir Gudang,PyGas,60.0,,,needs coordinate validation
Toluene,Southeast Asia,Philippines,Petron,Limay,Reformer,140.0,,,needs coordinate validation
Toluene,Southeast Asia,Singapore,ExxonMobil,Jurong Island,PyGas,380.0,1.26,103.7,validated
Toluene,Southeast Asia,Singapore,ExxonMobil,Jurong Island,Reformer,242.0,1.26,103.7,validated
Toluene,Southeast Asia,Singapore,PCS,Jurong Island,PyGas,145.0,1.26,103.7,validated
Toluene,Southeast Asia,Thailand,IRPC,Rayong,Reformer,100.0,,,needs coordinate validation
Toluene,Southeast Asia,Thailand,Map Ta Phut Olefins,Map Ta Phut,PyGas,100.0,12.68,101.16,validated
Toluene,Southeast Asia,Thailand,PTT Aromatics and Refining,Map Ta Phut,Reformer,637.0,12.68,101.16,validated
Toluene,Southeast Asia,Thailand,Rayong Olefins,Rayong,PyGas,70.0,,,needs coordinate validation
Toluene,Southeast Asia,Thailand,Thai Paraxylene,Sri Racha,Reformer,144.0,,,needs coordinate validation
Toluene,Southeast Asia,Vietnam,Nghi Son Refinery & Petrochemical,Nghi Son,Reformer,350.0,,,needs coordinate validation
Toluene,Australasia,Australia,Shell Chemicals,Clyde,Reformer,20.0,,,needs coordinate validation
Toluene,Australasia,Australia,Caltex Australia,Brisbane,Reformer,4.0,,,needs coordinate validation
Toluene,Australasia,Australia,Sinopec,Matraville,PyGas,15.0,,,needs coordinate validation
Paraxylene,North America,Canada,ParaChem,Montreal,MSTDP,196.0,45.5,-73.57,validated
Paraxylene,North America,Canada,ParaChem,Montreal,Conv. Ext,220.0,45.5,-73.57,validated
Paraxylene,North America,US,BP,Texas City,MSTDP,261.0,,,needs coordinate validation
Paraxylene,North America,US,BP,Texas City,Conv. Ext,905.0,,,needs coordinate validation
Paraxylene,North America,US,Chevron Phillips Chemical,Pascagoula,Conv. Ext,0.0,,,needs coordinate validation
Paraxylene,North America,US,ExxonMobil,Baytown,MSTDP,313.0,,,needs coordinate validation
Paraxylene,North America,US,ExxonMobil,Baytown,Conv. Ext,454.0,,,needs coordinate validation
Paraxylene,North America,US,ExxonMobil,Beaumont [TX],MTPX,278.0,,,needs coordinate validation
Paraxylene,North America,US,Flint Hills Resources,Corpus Christi,MSTDP,350.0,,,needs coordinate validation
Paraxylene,North America,US,Flint Hills Resources,Corpus Christi,Conv. Ext,435.0,,,needs coordinate validation
Paraxylene,North America,US,PBF Energy,Chalmette,MTPX,41.0,,,needs coordinate validation
Paraxylene,North America,US,Unspecified,Unspecified,MSTDP,700.0,,,needs coordinate validation
Paraxylene,North America,US,Indorama Ventures,Decatur [AL],Conv. Ext,1075.0,,,needs coordinate validation
Paraxylene,Latin America and Caribbean,Argentina,YPF,Ensenada,Conv. Ext,40.0,-34.86,-57.91,validated
Paraxylene,Latin America and Caribbean,Brazil,Braskem,Camacari,MSTDP,125.0,,,needs coordinate validation
Paraxylene,Latin America and Caribbean,Brazil,Braskem,Camacari,Conv. Ext,78.0,,,needs coordinate validation
Paraxylene,Western Europe,Belgium,BP,Geel,Conv. Ext/Cryst (BP),700.0,,,needs coordinate validation
Paraxylene,Western Europe,France,Total Petrochemicals,Gonfreville,Conv. Ext/Adsorp,130.0,,,needs coordinate validation
Paraxylene,Western Europe,Germany,BP Europa,Gelsenkirchen,Conv. Ext/Adsorp,175.0,,,needs coordinate validation
Paraxylene,Western Europe,Germany,PCK,Schwedt,Conv. Ext/Cryst,65.0,,,needs coordinate validation
Paraxylene,Western Europe,Germany,Shell Chemicals,Wesseling,Conv. Ext/Adsorp,140.0,,,needs coordinate validation
Paraxylene,Western Europe,Italy,Versalis,Priolo,MSTDP/Cryst,60.0,,,needs coordinate validation
Paraxylene,Western Europe,Netherlands,ExxonMobil,Botlek,MTPX,135.0,,,needs coordinate validation
Paraxylene,Western Europe,Netherlands,ExxonMobil,Botlek,Conv. Ext/Adsorp,400.0,,,needs coordinate validation
Paraxylene,Western Europe,Netherlands,ExxonMobil,Botlek,Conv. Ext/Cryst (Hybrid),165.0,,,needs coordinate validation
Paraxylene,Western Europe,Portugal,Petrogal,Porto,Conv. Ext/Adsorp,0.0,,,needs coordinate validation
Paraxylene,Western Europe,Spain,CEPSA,Algeciras,Conv. Ext/Cryst (Hybrid),65.0,,,needs coordinate validation
Paraxylene,Western Europe,Spain,CEPSA,Algeciras,MSTDP/Cryst,80.0,,,needs coordinate validation
Paraxylene,Central and Eastern Europe,Belarus,Naftan,Novopolotsk,Conv. Ext,65.0,,,needs coordinate validation
Paraxylene,Central and Eastern Europe,Poland,PKN Orlen,Plock,Conv. Ext,400.0,,,needs coordinate validation
Paraxylene,Russia and Central Asia,Kazakhstan,KazMunayGas,Atyrau,Conv. Ext,500.0,,,needs coordinate validation
Paraxylene,Russia and Central Asia,Russia,Gazprom Neft,Omsk,Conv. Ext,240.0,,,needs coordinate validation
Paraxylene,Russia and Central Asia,Russia,Kirishinefteorgsintez,Kirishi,Conv. Ext,60.0,,,needs coordinate validation
Paraxylene,Russia and Central Asia,Russia,Taneco,Nizhnekamsk,Conv. Ext,159.0,,,needs coordinate validation
Paraxylene,Russia and Central Asia,Russia,Ufaneftekhim,Ufa,Conv. Ext,260.0,,,needs coordinate validation
Paraxylene,Africa,Algeria,Sonatrach,Skikda,Conv. Ext,220.0,,,needs coordinate validation
Paraxylene,Middle East,Iran,Bou Ali Sina Petrochemical,Bandar Imam,Conv. Ext,0.0,30.44,49.08,validated
Paraxylene,Middle East,Iran,Esfahan Petrochemical,Esfahan,Conv. Ext,44.0,,,needs coordinate validation
Paraxylene,Middle East,Iran,Kian Petrochemical,Assaluyeh,Conv. Ext,528.0,27.48,52.61,validated
Paraxylene,Middle East,Iran,Nouri (Borzuyeh) Petrochemical,Assaluyeh,Conv. Ext,750.0,27.48,52.61,validated
Paraxylene,Middle East,Iran,Bandar Imam Petrochemical,Bandar Imam,Conv. Ext,0.0,30.44,49.08,validated
Paraxylene,Middle East,Israel,Gadiv Petrochemical,Haifa,MSTDP,88.0,,,needs coordinate validation
Paraxylene,Middle East,Israel,Gadiv Petrochemical,Haifa,Conv. Ext,105.0,,,needs coordinate validation
Paraxylene,Middle East,Kuwait,KIPIC,Al Zour,Conv. Ext,1400.0,,,needs coordinate validation
Paraxylene,Middle East,Kuwait,Petrochemical Industries Corporation,Shuaiba,Conv. Ext,830.0,,,needs coordinate validation
Paraxylene,Middle East,Oman,Orpic,Sohar,Conv. Ext,819.0,,,needs coordinate validation
Paraxylene,Middle East,Qatar,Qatar Petroleum,Ras Laffan,Conv. Ext,1000.0,25.92,51.53,validated
Paraxylene,Middle East,Saudi Arabia,Petro Rabigh,Rabigh,Conv. Ext,1340.0,,,needs coordinate validation
Paraxylene,Middle East,Saudi Arabia,SABIC,Yanbu,Conv. Ext,700.0,24.09,38.06,validated
Paraxylene,Middle East,Saudi Arabia,SATORP,Al Jubail,Conv. Ext,700.0,27.0,49.66,validated
Paraxylene,Middle East,Saudi Arabia,Saudi Aramco,Jazan,Conv. Ext,700.0,16.89,42.55,validated
Paraxylene,Middle East,Saudi Arabia,Saudi Aramco,Ras Tanura,Conv. Ext,1100.0,,,needs coordinate validation
Paraxylene,Middle East,Saudi Arabia,Saudi Aramco,Yanbu,Conv. Ext,700.0,24.09,38.06,validated
Paraxylene,Middle East,Turkey,Petkim,Aliaga,Conv. Ext,135.0,,,needs coordinate validation
Paraxylene,Middle East,Turkey,SOCAR,Aliaga,Conv. Ext,840.0,,,needs coordinate validation
Paraxylene,Middle East,UAE,ADNOC,Ruwais,Conv. Ext,3880.0,,,needs coordinate validation
Paraxylene,Middle East,UAE,Fujairah Petrochemical,Fujairah,Conv. Ext,700.0,,,needs coordinate validation
Paraxylene,Middle East,Bahrain,PIC & NOGA of Bahrain,Sitra,Conv. Ext,1440.0,,,needs coordinate validation
Paraxylene,South Asia,India,Haldia Petrochemicals,Haldia,Conv. Ext/Adsorp,1600.0,,,needs coordinate validation
Paraxylene,South Asia,India,Indian Oil Corporation,Panipat,Conv. Ext/Adsorp,360.0,,,needs coordinate validation
Paraxylene,South Asia,India,Indian Oil Corporation,Paradip,Conv. Ext/Adsorp,800.0,,,needs coordinate validation
Paraxylene,South Asia,India,ONGC Mangalore Petrochemicals,Mangalore,Conv. Ext,914.0,,,needs coordinate validation
Paraxylene,South Asia,India,Reliance,Jamnagar,Conv. Ext/Adsorp,1800.0,,,needs coordinate validation
Paraxylene,South Asia,India,Reliance,Jamnagar,Conv. Ext/Cryst,2200.0,,,needs coordinate validation
Paraxylene,South Asia,India,Reliance,Patalganga,Conv. Ext/Cryst,180.0,,,needs coordinate validation
Paraxylene,South Asia,Pakistan,Byco Oil,Mouza Kund,Conv. Ext,92.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,CNOOC Oil & Petrochemicals,Huizhou,Conv. Ext/Adsorp,900.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Dalian Fujia Dahua,Dalian,Conv. Ext/Adsorp,1400.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Fujian Refining & Petrochemical,Quanzhou,Conv. Ext/Adsorp,800.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Jilin Petrochemical,Jilin City,Conv. Ext/Adsorp,120.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Liaoyang Petrochemical,Liaoyang,Conv. Ext/Adsorp,1000.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Ningbo Zhongjin Petrochemical,Ningbo,Conv. Ext/Adsorp,3600.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Qingdao Lidong Chemicals,Qingdao,Conv. Ext/Adsorp,1000.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Shenghong Petrochemical,Lianyungang,Conv. Ext/Adsorp,2500.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Sichuan Petrochemical,Chengdu,Conv. Ext/Adsorp,650.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Sinochem Hongrun Petrochemical,Weifang,Conv. Ext/Adsorp,1400.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Sinochem Quanzhou Petrochemical,Quanzhou,Conv. Ext/Adsorp,800.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Sinopec Hainan Refining & Chemical,Yangpu,Conv. Ext/Adsorp,1650.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Sinopec Jinling Petrochemical,Nanjing,Conv. Ext/Adsorp,700.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Sinopec Luoyang,Luoyang,Conv. Ext/Adsorp,220.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Sinopec Qilu Petrochemical,Zibo,Conv. Ext/Adsorp,100.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Sinopec Shanghai Petrochemical,Shanghai,Conv. Ext/Adsorp,600.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Sinopec Tianjin,Tianjin,Conv. Ext/Adsorp,410.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Sinopec Yangzi Petrochemical,Nanjing,Conv. Ext/Adsorp,950.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Sinopec Zhenhai Refining & Chemical,Ningbo,Conv. Ext/Adsorp,530.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Unspecified,Unspecified,Conv. Ext/Adsorp,,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Urumqi Petrochemical,Urumqi,Conv. Ext/Adsorp,1000.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Zhejiang Petrochemical,Zhoushan,Conv. Ext/Adsorp,8000.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Fujian Fuhaichuang Petrochemical,Gulei,Conv. Ext/Adsorp,1600.0,23.75,117.6,validated
Paraxylene,Northeast Asia,China,Shandong Fuhai Petrochemical,Dongying,Conv. Ext/Adsorp,1000.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Huajin Aramco Petrochemical,Panjin,Conv. Ext/Adsorp,1300.0,,,needs coordinate validation
Paraxylene,Northeast Asia,China,Jiangsu Hengli,Dalian,Conv. Ext/Adsorp,4500.0,,,needs coordinate validation
Paraxylene,Northeast Asia,Japan,Idemitsu Kosan,Chiba,Conv. Ext/Adsorp,265.0,,,needs coordinate validation
Paraxylene,Northeast Asia,Japan,Idemitsu Kosan,Tokuyama,Conv. Ext/Adsorp,214.0,,,needs coordinate validation
Paraxylene,Northeast Asia,Japan,JXTG Nippon Oil & Energy,Chita,Conv. Ext/Adsorp,400.0,,,needs coordinate validation
Paraxylene,Northeast Asia,Japan,JXTG Nippon Oil & Energy,Kashima,Conv. Ext/Adsorp,580.0,,,needs coordinate validation
Paraxylene,Northeast Asia,Japan,JXTG Nippon Oil & Energy,Kawasaki,Conv. Ext/Adsorp,350.0,,,needs coordinate validation
Paraxylene,Northeast Asia,Japan,JXTG Nippon Oil & Energy,Mizushima,MTPX,100.0,,,needs coordinate validation
Paraxylene,Northeast Asia,Japan,JXTG Nippon Oil & Energy,Mizushima,Conv. Ext/Adsorp,800.0,,,needs coordinate validation
Paraxylene,Northeast Asia,Japan,JXTG Nippon Oil & Energy,Oita,Conv. Ext/Adsorp,410.0,,,needs coordinate validation
Paraxylene,Northeast Asia,Japan,JXTG Nippon Oil & Energy,Sakai,Conv. Ext/Adsorp,190.0,,,needs coordinate validation
Paraxylene,Northeast Asia,Japan,JXTG Nippon Oil & Energy,Shimotsu,Conv. Ext/Adsorp,330.0,,,needs coordinate validation
Paraxylene,Northeast Asia,South Korea,GS Caltex,Yeosu,Conv. Ext/Adsorp,950.0,,,needs coordinate validation
Paraxylene,Northeast Asia,South Korea,GS Caltex,Yeosu,MTPX/Cryst,400.0,,,needs coordinate validation
Paraxylene,Northeast Asia,South Korea,Hanwha Total,Daesan,Conv. Ext/Adsorp,1900.0,,,needs coordinate validation
Paraxylene,Northeast Asia,South Korea,Hyundai Cosmo Petrochemical,Daesan,Conv. Ext/Adsorp,1200.0,,,needs coordinate validation
Paraxylene,Northeast Asia,South Korea,Lotte Chemical,Ulsan,Conv. Ext/Adsorp,775.0,,,needs coordinate validation
Paraxylene,Northeast Asia,South Korea,SK Global Chemicals,Ulsan,Conv. Ext/Adsorp,800.0,,,needs coordinate validation
Paraxylene,Northeast Asia,South Korea,SK Incheon Petrochem,Incheon,Conv. Ext/Adsorp,1300.0,,,needs coordinate validation
Paraxylene,Northeast Asia,South Korea,S-Oil,Ulsan,Conv. Ext/Adsorp,1790.0,,,needs coordinate validation
Paraxylene,Northeast Asia,South Korea,Ulsan Aromatics Company,Ulsan,Conv. Ext/Adsorp,1000.0,,,needs coordinate validation
Paraxylene,Northeast Asia,Taiwan,Formosa Chemicals & Fiber Corporation,Mailiao,Conv. Ext/Adsorp,1770.0,23.79,120.18,validated
Paraxylene,Southeast Asia,Brunei,Hengyi Industries,Pulau Muara Besar,Conv. Ext/Adsorp,2500.0,5.01,115.07,validated
Paraxylene,Southeast Asia,Indonesia,Pertamina,Cilacap,Conv. Ext/Adsorp,270.0,,,needs coordinate validation
Paraxylene,Southeast Asia,Indonesia,TPPI,Tuban,Conv. Ext/Adsorp,550.0,,,needs coordinate validation
Paraxylene,Southeast Asia,Malaysia,Aromatics Malaysia,Kerteh,Conv. Ext/Adsorp,550.0,,,needs coordinate validation
Paraxylene,Southeast Asia,Singapore,ExxonMobil,Jurong Island,Conv. Ext/Adsorp,1750.0,1.26,103.7,validated
Paraxylene,Southeast Asia,Thailand,IRPC,Map Ta Phut,Conv. Ext/Adsorp,1500.0,12.68,101.16,validated
Paraxylene,Southeast Asia,Thailand,PTT Aromatics and Refining,Map Ta Phut,MSTDP/Adsorp,0.0,12.68,101.16,validated
Paraxylene,Southeast Asia,Thailand,PTT Global Chemical,Map Ta Phut,Conv. Ext/Adsorp,1291.0,12.68,101.16,validated
Paraxylene,Southeast Asia,Thailand,Thai Paraxylene,Map Ta Phut,Conv. Ext/Adsorp,530.0,12.68,101.16,validated
Paraxylene,Southeast Asia,Thailand,Esso Thai,Sri Racha,Conv. Ext/Adsorp,500.0,,,needs coordinate validation
Paraxylene,Southeast Asia,Vietnam,Nghi Son Refinery & Petrochemical,Nghi Son,Conv. Ext/Adsorp,700.0,,,needs coordinate validation
Xylenes,North America,Canada,Imperial Oil,Sarnia,Reformer,25.0,,,needs coordinate validation
Xylenes,North America,Canada,ParaChem,Montreal,BPX,31.0,45.5,-73.57,validated
Xylenes,North America,Canada,Shell Chemicals,Sarnia,Reformer,100.0,,,needs coordinate validation
Xylenes,North America,Canada,Suncor,Montreal,Reformer,160.0,45.5,-73.57,validated
Xylenes,North America,Canada,Suncor,Sarnia,Reformer,160.0,,,needs coordinate validation
Xylenes,North America,Mexico,Pemex,La Cangrejera,Reformer,480.0,18.11389,-94.418,validated
Xylenes,North America,Mexico,Pemex,La Cangrejera,TDP,50.0,18.11389,-94.418,validated
Xylenes,North America,US,BP,Whiting [IN],Reformer,339.0,,,needs coordinate validation
Xylenes,North America,US,Chevron Phillips Chemical,Pascagoula,Reformer,685.0,,,needs coordinate validation
Xylenes,North America,US,Citgo,Lake Charles,Reformer,500.0,,,needs coordinate validation
Xylenes,North America,US,Citgo,Corpus Christi,Reformer,248.0,,,needs coordinate validation
Xylenes,North America,US,Citgo,Corpus Christi,TDP,80.0,,,needs coordinate validation
Xylenes,North America,US,Citgo,Lemont,Reformer,49.0,,,needs coordinate validation
